chr,start,end,name,score,strand,reads,bases_covered,region_length,FPKM,abundance,
VIII,232132,233296,YHR068W,0,+,118,1164,1164,13.55359082,not_preferential,
IV,1332982,1333969,YDR435C,0,-,100,987,987,13.54591015,not_preferential,
II,266724,267336,YBR014C,0,-,62,612,612,13.54458212,not_preferential,
IV,635839,636175,YDR094W,0,+,34,336,336,13.52897776,not_preferential,
XI,317763,320673,YKL064W,0,+,294,2906,2910,13.50764644,not_preferential,
XIII,362701,362830,YMR046W-A,0,+,13,129,129,13.47345528,not_preferential,
XI,277188,277863,YKL087C,0,-,68,675,675,13.46884897,not_preferential,
X,50628,53151,YJL204C,0,-,254,2523,2523,13.45989925,not_preferential,
VII,452403,454560,YGL022W,0,+,217,2157,2157,13.4503917,not_preferential,
VII,49551,52434,YGL238W,0,+,290,2883,2883,13.44865023,not_preferential,
II,633621,634836,YBR205W,0,+,122,1215,1215,13.42483312,not_preferential,
VIII,289141,289690,YHR093W,0,+,55,549,549,13.39416634,not_preferential,
XV,643393,644332,YOR164C,0,-,94,939,939,13.38405167,not_preferential,
IX,342535,342835,YIL008W,0,+,30,300,300,13.36981331,not_preferential,
X,191638,192298,YJL118W,0,+,66,660,660,13.36981331,not_preferential,
XI,346074,346764,YKL049C,0,-,69,690,690,13.36981331,not_preferential,
IX,315092,316133,YIL019W,0,+,104,1041,1041,13.35697007,not_preferential,
X,305220,305862,YJL072C,0,-,64,642,642,13.32816281,not_preferential,
V,258736,259639,YER053C,0,-,90,903,903,13.32539533,not_preferential,
XIII,337312,337603,YMR030W-A,0,+,29,291,291,13.32386894,not_preferential,
VIII,39073,39535,YHL030W-A,0,+,46,462,462,13.31193533,not_preferential,
XII,386510,388220,YLR120C,0,-,170,1710,1710,13.29162727,not_preferential,
XVI,135789,136443,YPL220W,0,+,65,654,654,13.28804076,not_preferential,
XIII,392754,394788,YMR061W,0,+,202,2034,2034,13.27778903,not_preferential,
XVI,327863,328730,YPL117C,0,-,86,867,867,13.26186788,not_preferential,
II,805034,805256,YBR298C-A,0,-,22,222,222,13.24936455,not_preferential,
XII,879722,881924,YLR381W,0,+,218,2202,2202,13.23623661,not_preferential,
I,128251,129019,YAL014C,0,-,76,316,768,13.23054443,not_preferential,
II,442923,443307,YBR099C,0,-,38,384,384,13.23054443,not_preferential,
IV,755554,756262,YDR149C,0,-,70,708,708,13.21874198,not_preferential,
XIII,135499,137158,YML069W,0,+,164,1659,1659,13.21669309,not_preferential,
IV,267697,268699,YDL108W,0,+,99,1002,1002,13.20969579,not_preferential,
II,110124,110539,YBL059C-A,0,-,41,415,415,13.20873123,not_preferential,
XIII,164789,165326,YML055W,0,+,53,537,537,13.19553269,not_preferential,
II,761256,762594,YBR279W,0,+,132,1338,1338,13.18995036,not_preferential,
XIV,264925,266530,YNL199C,0,-,158,1605,1605,13.16156077,not_preferential,
IX,325211,325526,YIL014C-A,0,-,31,315,315,13.15759406,not_preferential,
V,306322,307196,YER074W,0,+,86,874,874,13.15565155,not_preferential,
VII,466140,468807,YGL014W,0,+,262,2667,2667,13.13419981,not_preferential,
II,578363,578984,YBR171W,0,+,61,621,621,13.13298892,not_preferential,
XIII,820255,822454,YMR277W,0,+,216,2199,2199,13.13269521,not_preferential,
IV,1352181,1352589,YDR445C,0,-,40,408,408,13.10766011,not_preferential,
VII,910431,910737,YGR206W,0,+,30,306,306,13.10766011,not_preferential,
XVI,379119,381150,YPL089C,0,-,199,2031,2031,13.09991556,not_preferential,
XVI,276161,277529,YPL146C,0,-,134,1368,1368,13.09616216,not_preferential,
XII,947252,947978,YLR411W,0,+,71,726,726,13.07516178,not_preferential,
XVI,479224,480175,YPL039W,0,+,93,951,951,13.07458084,not_preferential,
XIII,652911,653136,YMR194C-A,0,-,22,225,225,13.07270635,not_preferential,
XIV,687634,689998,YNR033W,0,+,231,2364,2364,13.06441149,not_preferential,
XIV,374170,374692,YNL133C,0,-,51,522,522,13.06246128,not_preferential,
XVI,232592,237107,YPL167C,0,-,441,4515,4515,13.05888742,not_preferential,
XIV,753724,755035,YNR066C,0,-,128,1311,1311,13.05366975,not_preferential,
XIV,220658,222431,YNL227C,0,-,173,1773,1773,13.04555952,not_preferential,
IV,1071879,1072557,YDR304C,0,-,66,678,678,13.01486252,not_preferential,
XIV,593226,595347,YNL021W,0,+,206,2044,2121,12.98529723,not_preferential,
XVI,544630,548143,YPL006W,0,+,341,3282,3513,12.9778148,not_preferential,
II,802630,804475,YBR298C,0,-,179,1845,1845,12.97125519,not_preferential,
III,218375,220067,YCR054C,0,-,164,1692,1692,12.95892071,not_preferential,
XIV,515762,516713,YNL058C,0,-,92,951,951,12.93399395,not_preferential,
XVI,415762,418027,YPL074W,0,+,219,2265,2265,12.92710426,not_preferential,
VIII,452871,453441,YHR175W,0,+,55,570,570,12.90069706,not_preferential,
XVI,349118,349865,YPL107W,0,+,72,747,747,12.88656705,not_preferential,
XII,46671,47055,YLL047W,0,+,37,384,384,12.8823722,not_preferential,
X,349043,349178,YJL047C-A,0,-,13,135,135,12.87463504,not_preferential,
III,132272,133124,YCR010C,0,-,82,852,852,12.8676607,not_preferential,
XV,386824,388684,YOR030W,0,+,179,1860,1860,12.8666483,not_preferential,
XII,704492,704960,YLR281C,0,-,45,468,468,12.85558973,not_preferential,
XIII,572247,572715,YMR158W,0,+,45,468,468,12.85558973,not_preferential,
XV,196506,196995,YOL071W,0,+,47,489,489,12.85033182,not_preferential,
IV,1239491,1239824,YDR382W,0,+,32,333,333,12.84786865,not_preferential,
XI,494256,497358,YKR028W,0,+,298,3102,3102,12.84398571,not_preferential,
X,673728,675852,YJR134C,0,-,204,2124,2124,12.84106364,not_preferential,
XVI,434522,435764,YPL060W,0,+,119,1040,1242,12.81004657,not_preferential,
III,11502,12285,YCL068C,0,-,75,729,783,12.80633459,not_preferential,
IV,588097,588379,YDR070C,0,-,27,282,282,12.80088509,not_preferential,
VII,67597,69331,YGL228W,0,+,166,1734,1734,12.79924458,not_preferential,
XVI,659181,661053,YPR048W,0,+,179,1872,1872,12.78416978,not_preferential,
V,307652,308123,YER074W-A,0,+,45,471,471,12.77370699,not_preferential,
XV,790210,792241,YOR243C,0,-,194,2031,2031,12.77077195,not_preferential,
II,125124,126119,YBL050W,0,+,95,995,995,12.76514839,not_preferential,
VII,640719,641832,YGR079W,0,+,106,844,1113,12.73315554,not_preferential,
XV,139226,141347,YOL095C,0,-,202,2121,2121,12.73315554,not_preferential,
XII,738160,743863,YLR305C,0,-,543,5699,5703,12.72980647,not_preferential,
XV,181681,185212,YOL078W,0,+,336,3531,3531,12.72233722,not_preferential,
XI,454351,457054,YKR009C,0,-,257,2703,2703,12.71195717,not_preferential,
VII,167351,170571,YGL178W,0,+,306,3220,3220,12.70547476,not_preferential,
XIII,497703,499209,YMR115W,0,+,143,1506,1506,12.69510826,not_preferential,
IV,851227,852397,YDR197W,0,+,111,1170,1170,12.68418186,not_preferential,
XIV,259438,260050,YNL203C,0,-,58,612,612,12.67073811,not_preferential,
XII,253860,254958,YLR056W,0,+,104,1094,1098,12.66357545,not_preferential,
XIII,664751,665522,YMR200W,0,+,73,771,771,12.65883751,not_preferential,
XIV,267607,269593,YNL197C,0,-,188,1986,1986,12.65621804,not_preferential,
VII,953959,954646,YGR232W,0,+,65,687,687,12.64975059,not_preferential,
IV,1184746,1185889,YDR354W,0,+,108,1143,1143,12.63289447,not_preferential,
XI,127474,130261,YKL171W,0,+,263,2787,2787,12.61665196,not_preferential,
IX,89947,92788,YIL137C,0,-,268,2841,2841,12.6121435,not_preferential,
IV,1356064,1357369,YDR448W,0,+,123,959,1305,12.60143324,not_preferential,
XIII,181473,183363,YML046W,0,+,178,1890,1890,12.59167603,not_preferential,
IV,558510,560625,YDR052C,0,-,199,2115,2115,12.57963522,not_preferential,
XIV,220644,221421,YNL228W,0,+,73,777,777,12.56108587,not_preferential,
IV,159603,160764,YDL168W,0,+,109,1161,1161,12.55219338,not_preferential,
XIV,676176,677103,YNR028W,0,+,87,927,927,12.54772123,not_preferential,
XIV,160630,164320,YNL257C,0,-,346,3690,3690,12.53646452,not_preferential,
XIII,472901,473264,YMR103C,0,-,34,363,363,12.52269016,not_preferential,
XVI,875367,875997,YPR165W,0,+,59,630,630,12.52093628,not_preferential,
III,162598,162865,YCR024C-B,0,-,25,267,267,12.51855179,not_preferential,
XI,438776,439385,YKL001C,0,-,57,609,609,12.51361837,not_preferential,
XIII,811232,813980,YMR273C,0,-,257,2748,2748,12.50379193,not_preferential,
XII,857539,859336,YLR368W,0,+,168,1797,1797,12.49932463,not_preferential,
XII,413280,415527,YLR135W,0,+,210,2247,2247,12.49515263,not_preferential,
XIV,545588,545909,YNL043C,0,-,30,321,321,12.49515263,not_preferential,
XVI,319225,320767,YPL122C,0,-,144,1542,1542,12.48542878,not_preferential,
XIV,34695,37422,YNL321W,0,+,254,2727,2727,12.4529981,not_preferential,
IV,676101,677802,YDR110W,0,+,158,1701,1701,12.41875664,not_preferential,
XV,992863,994855,YOR350C,0,-,185,1992,1992,12.41674429,not_preferential,
I,156753,158619,YAR007C,0,-,173,1866,1866,12.3953789,not_preferential,
XV,1060440,1061055,YOR383C,0,-,57,615,615,12.39153429,not_preferential,
XV,792530,793868,YOR244W,0,+,124,1338,1338,12.39055942,not_preferential,
XVI,120162,121167,YPL227C,0,-,93,1005,1005,12.37206605,not_preferential,
XII,489572,489929,YLR162W,0,+,33,113,357,12.35865096,not_preferential,
XV,916029,918291,YOR321W,0,+,209,2223,2262,12.35318737,not_preferential,
XIII,720959,721403,YMR225C,0,-,41,444,444,12.34599878,not_preferential,
XV,383532,384420,YOR028C,0,-,82,888,888,12.34599878,not_preferential,
X,102098,102467,YJL169W,0,+,34,369,369,12.31906918,not_preferential,
XIV,315628,315997,YNL171C,0,-,34,369,369,12.31906918,not_preferential,
IV,126607,126835,YDL185C-A,0,-,21,228,228,12.31430174,not_preferential,
X,9451,9679,YJL222W-A,0,+,21,228,228,12.31430174,not_preferential,
V,404812,406387,YER123W,0,+,145,1575,1575,12.30871702,not_preferential,
V,16354,17845,YEL071W,0,+,137,1491,1491,12.28480499,not_preferential,
XIII,670062,671325,YMR204C,0,-,116,1263,1263,12.27948016,not_preferential,
XV,325248,326130,YOL001W,0,+,81,882,882,12.27839998,not_preferential,
II,576343,578086,YBR170C,0,-,160,1743,1743,12.272921,not_preferential,
XII,1007420,1011245,YLR436C,0,-,351,3756,3825,12.26876987,not_preferential,
XII,248099,248426,YLR053C,0,-,30,327,327,12.26588377,not_preferential,
XV,401554,402655,YOR037W,0,+,101,1101,1101,12.26476971,not_preferential,
XII,882066,884751,YLR382C,0,-,246,2612,2685,12.2494379,not_preferential,
V,205250,206834,YER025W,0,+,145,1584,1584,12.23878113,not_preferential,
X,684566,689321,YJR138W,0,+,435,4734,4755,12.2310595,not_preferential,
V,410188,412618,YER125W,0,+,222,2430,2430,12.21439735,not_preferential,
XV,766868,767777,YOR228C,0,-,83,909,909,12.20786034,not_preferential,
XVI,171483,171954,YPL200W,0,+,43,471,471,12.20598668,not_preferential,
XIII,323299,324187,YMR025W,0,+,81,888,888,12.19543782,not_preferential,
IX,339343,341428,YIL009W,0,+,190,2085,2085,12.18352292,not_preferential,
IX,85365,87837,YIL140W,0,+,225,2472,2472,12.1691262,not_preferential,
XIII,129748,131572,YML071C,0,-,166,1824,1824,12.16770291,not_preferential,
IV,88247,89864,YDL207W,0,+,147,1617,1617,12.15437574,not_preferential,
IV,125508,125838,YDL187C,0,-,30,330,330,12.15437574,not_preferential,
XI,437096,437492,YKL003C,0,-,36,396,396,12.15437574,not_preferential,
XIV,95222,96080,YNL286W,0,+,78,858,858,12.15437574,not_preferential,
VIII,262800,266838,YHR080C,0,-,367,4033,4038,12.15136574,not_preferential,
XIV,549467,551987,YNL041C,0,-,229,2520,2520,12.14955258,not_preferential,
XI,375455,378572,YKL033W,0,+,283,3117,3117,12.13877821,not_preferential,
VII,806411,807656,YGR159C,0,-,113,1245,1245,12.13485064,not_preferential,
XVI,661136,664673,YPR049C,0,-,321,3537,3537,12.13375763,not_preferential,
XI,625863,626205,YKR095W-A,0,+,31,342,342,12.11883663,not_preferential,
XI,184802,185012,YKL138C-A,0,-,19,210,210,12.09649776,not_preferential,
XVI,169769,171155,YPL201C,0,-,125,1386,1386,12.05791244,not_preferential,
XIV,188050,190957,YNL243W,0,+,262,2907,2907,12.04984895,not_preferential,
XIV,175409,179348,YNL250W,0,+,355,3939,3939,12.04946364,not_preferential,
IV,312950,314748,YDL079C,0,-,162,1780,1798,12.04621667,not_preferential,
VII,459109,459664,YGL018C,0,-,50,555,555,12.04487686,not_preferential,
X,397354,398398,YJL023C,0,-,94,1044,1044,12.03795452,not_preferential,
VII,1070292,1071714,YGR288W,0,+,128,1422,1422,12.03471241,not_preferential,
XIV,302679,303402,YNL178W,0,+,65,653,723,12.01988749,not_preferential,
XIII,770800,772558,YMR250W,0,+,158,1707,1758,12.0161007,not_preferential,
X,140436,141138,YJL148W,0,+,63,702,702,11.99855041,not_preferential,
XIII,459423,460527,YMR097C,0,-,99,1104,1104,11.98923477,not_preferential,
XIII,724625,725651,YMR228W,0,+,92,1026,1026,11.98852656,not_preferential,
XVI,185316,187725,YPL190C,0,-,216,2409,2409,11.98787744,not_preferential,
X,644303,646490,YJR119C,0,-,196,2130,2187,11.98209149,not_preferential,
XVI,341067,344739,YPL110C,0,-,329,3672,3672,11.97894494,not_preferential,
XIII,721592,722396,YMR226C,0,-,72,804,804,11.97296715,not_preferential,
XVI,883827,885558,YPR171W,0,+,155,1731,1731,11.97181435,not_preferential,
V,335695,336019,YER088C-A,0,-,29,324,324,11.96680821,not_preferential,
II,746360,747803,YBR272C,0,-,129,1443,1443,11.95222396,not_preferential,
XI,465366,466071,YKR014C,0,-,63,705,705,11.94749275,not_preferential,
X,151712,152999,YJL139C,0,-,115,1287,1287,11.94660863,not_preferential,
XV,1084201,1084369,YOR394C-A,0,-,15,168,168,11.93733332,not_preferential,
IX,171750,173028,YIL103W,0,+,114,1278,1278,11.92612455,not_preferential,
XIII,14540,14753,YML129C,0,-,19,213,213,11.92612455,not_preferential,
V,437951,438344,YER135C,0,-,35,393,393,11.90695842,not_preferential,
V,556295,558680,YER184C,0,-,212,2385,2385,11.8842785,not_preferential,
XI,351274,352624,YKL046C,0,-,120,1350,1350,11.8842785,not_preferential,
XI,196348,200167,YKL129C,0,-,339,3819,3819,11.86794112,not_preferential,
XV,722910,724725,YOR204W,0,+,161,1815,1815,11.85972421,not_preferential,
VI,36802,38674,YFL049W,0,+,166,1872,1872,11.85571052,not_preferential,
V,529529,536021,YER172C,0,-,575,5635,6492,11.84171697,not_preferential,
XIV,622914,624621,YNL004W,0,+,151,1707,1707,11.8268413,not_preferential,
XII,744150,744851,YLR306W,0,+,62,701,701,11.82494188,not_preferential,
XIV,315977,316373,YNL170W,0,+,35,396,396,11.81675419,not_preferential,
V,332581,332830,YER087C-B,0,-,22,249,249,11.81268646,not_preferential,
V,167807,171818,YER008C,0,-,354,4011,4011,11.79983524,not_preferential,
VII,342055,343042,YGL091C,0,-,87,910,987,11.78494183,not_preferential,
XII,766541,769196,YLR318W,0,+,234,2655,2655,11.78356428,not_preferential,
XV,644565,646896,YOR165W,0,+,205,2331,2331,11.75809408,not_preferential,
XVI,876846,877632,YPR167C,0,-,69,786,786,11.73685902,not_preferential,
VII,1063812,1064940,YGR286C,0,-,99,1128,1128,11.73414466,not_preferential,
XVI,364385,364727,YPL098C,0,-,30,342,342,11.72790642,not_preferential,
IX,180426,181977,YIL097W,0,+,136,1551,1551,11.72336951,not_preferential,
XVI,173151,174702,YPL198W,0,+,136,1551,1551,11.72336951,not_preferential,
XIII,898404,899226,YMR312W,0,+,72,822,822,11.71078539,not_preferential,
XIII,55264,56269,YML107C,0,-,88,1005,1005,11.70690121,not_preferential,
IV,1234217,1236125,YDR380W,0,+,167,1908,1908,11.70209027,not_preferential,
XV,601382,602342,YOR143C,0,-,84,960,960,11.69858665,not_preferential,
XII,415800,416658,YLR136C,0,-,75,858,858,11.68689975,not_preferential,
VII,617515,617824,YGR063C,0,-,27,309,309,11.68236115,not_preferential,
V,108503,110552,YEL023C,0,-,179,2049,2049,11.67982715,not_preferential,
XI,437777,438544,YKL002W,0,+,67,767,767,11.67897643,not_preferential,
X,137378,139370,YJL149W,0,+,174,1992,1992,11.67845139,not_preferential,
I,166741,168871,YAR014C,0,-,186,2130,2130,11.67504825,not_preferential,
II,607651,608785,YBR192W,0,+,99,1134,1134,11.67205924,not_preferential,
XI,374504,375215,YKL033W-A,0,+,62,711,711,11.65862764,not_preferential,
IV,899550,903480,YDR217C,0,-,342,3930,3930,11.63479937,not_preferential,
II,99962,100307,YBL065W,0,+,30,345,345,11.62592462,not_preferential,
XII,1022624,1023971,YLR443W,0,+,117,1347,1347,11.61297816,not_preferential,
IV,895034,899006,YDR216W,0,+,345,3972,3972,11.61275326,not_preferential,
VI,239113,239827,YFR043C,0,-,62,714,714,11.60964181,not_preferential,
VII,140367,141726,YGL194C,0,-,118,1359,1359,11.60881509,not_preferential,
VIII,392638,393283,YHR147C,0,-,56,645,645,11.60789993,not_preferential,
VI,177041,180743,YFR016C,0,-,321,3702,3702,11.59294996,not_preferential,
XII,715088,717026,YLR289W,0,+,168,1938,1938,11.58993105,not_preferential,
VII,186058,187339,YGL169W,0,+,111,1281,1281,11.58508414,not_preferential,
VII,277633,277864,YGL123C-A,0,-,20,231,231,11.57559594,not_preferential,
X,192530,193466,YJL117W,0,+,81,936,936,11.57003075,not_preferential,
V,322685,324095,YER081W,0,+,122,1410,1410,11.56820727,not_preferential,
XV,637573,637654,YOR161W-A,0,+,7,81,81,11.55415965,not_preferential,
XV,946567,946648,YOR335W-A,0,+,7,81,81,11.55415965,not_preferential,
VII,805268,806021,YGR158C,0,-,65,753,753,11.54100751,not_preferential,
XIII,565573,565909,YMR153C-A,0,-,29,336,336,11.53942221,not_preferential,
IV,521815,522928,YDR035W,0,+,96,1113,1113,11.53191445,not_preferential,
XI,194477,194999,YKL131W,0,+,45,522,522,11.52570113,not_preferential,
II,504853,505306,YBR135W,0,+,39,453,453,11.5104353,not_preferential,
VIII,399267,400848,YHR151C,0,-,136,1581,1581,11.50091468,not_preferential,
II,185997,186474,YBL018C,0,-,41,477,477,11.49187308,not_preferential,
XVI,310209,312900,YPL126W,0,+,231,2691,2691,11.47687431,not_preferential,
XVI,892331,893729,YPR178W,0,+,120,1398,1398,11.4762346,not_preferential,
VIII,210847,211978,YHR052W,0,+,97,1131,1131,11.46659497,not_preferential,
IV,1056550,1057600,YDR297W,0,+,90,1050,1050,11.45983998,not_preferential,
X,160618,161563,YJL133W,0,+,81,945,945,11.45983998,not_preferential,
XIV,517993,518845,YNL055C,0,-,73,852,852,11.45535648,not_preferential,
XII,175226,176744,YLR015W,0,+,130,1518,1518,11.44977425,not_preferential,
III,272314,272863,YCR090C,0,-,47,549,549,11.44592397,not_preferential,
XIV,379557,380831,YNL130C,0,-,109,1274,1274,11.43885127,not_preferential,
XV,1050725,1051064,YOR379C,0,-,29,339,339,11.43730343,not_preferential,
XIV,352413,352530,YNL145W,0,+,10,117,117,11.42719087,not_preferential,
IX,122688,125733,YIL125W,0,+,260,3045,3045,11.41593255,not_preferential,
XVI,719557,720424,YPR093C,0,-,74,867,867,11.41137469,not_preferential,
VII,945144,947019,YGR225W,0,+,160,1875,1875,11.40890736,not_preferential,
XI,371828,374105,YKL034W,0,+,194,2277,2277,11.39105746,not_preferential,
XII,398529,399433,YLR128W,0,+,77,901,904,11.3880047,not_preferential,
IV,740472,741600,YDR142C,0,-,96,1128,1128,11.37856452,not_preferential,
IV,742041,743874,YDR143C,0,-,156,1833,1833,11.37856452,not_preferential,
IX,322341,324105,YIL015W,0,+,150,1764,1764,11.36888887,not_preferential,
VII,111699,112005,YGL204C,0,-,26,306,306,11.3599721,not_preferential,
XI,248061,248367,YKL102C,0,-,26,306,306,11.3599721,not_preferential,
XII,604573,604879,YLR230W,0,+,26,306,306,11.3599721,not_preferential,
XIII,54792,55110,YML108W,0,+,27,318,318,11.35172829,not_preferential,
II,81042,84261,YBL076C,0,-,273,3219,3219,11.33879787,not_preferential,
XII,204990,208500,YLR032W,0,+,297,3494,3510,11.31291896,not_preferential,
XIV,449867,450530,YNL093W,0,+,56,663,663,11.29275333,not_preferential,
IV,709548,712995,YDR128W,0,+,291,3447,3447,11.28696163,not_preferential,
XIV,108466,108928,YNL281W,0,+,39,462,462,11.28620604,not_preferential,
